管轄	最終更新日	企業・事業場名称	所在地	公表日	違反法条	事案概要	その他参考事項
東京労働局	平成31年2月28日	リペア（株）	東京都品川区	H31.2.20	労働安全衛生法第21条,労働安全衛生規則第518条,労働者派遣法第45条	高さ約6.5ｍの屋根上で、防網を張り又は安全帯を使用させることなく労働者に作業を行わせたもの	H31.2.20送検
神奈川労働局	平成31年2月28日	（株）尹英建築	東京都世田谷区	H30.6.4	労働安全衛生法第20条,クレーン等安全規則第220条	玉掛作業の開始前に玉掛用具の異常の有無について点検を行わなかったもの	H30.6.4送検
神奈川労働局	平成31年2月28日	シーライズ	神奈川県横浜市戸塚区	H30.7.23	労働安全衛生法第21条,労働安全衛生規則第518条	高さ約４ｍの移動はしごの上で墜落防止措置を講じないで労働者に作業を行わせたもの	H30.7.23送検
神奈川労働局	平成31年2月28日	（有）片倉板金工業	神奈川県厚木市	H30.8.2	労働安全衛生法第21条,労働安全衛生規則第524条	高さ約４ｍのスレート屋根の上で踏み抜きによる危険防止措置を講じないで労働者に作業を行わせたもの	H30.8.2送検
神奈川労働局	平成31年2月28日	（株）翔建	神奈川県茅ヶ崎市	H30.8.23	最低賃金法第４条	労働者１名に，２か月分の定期賃金合計約77万円を支払わなかったもの	H30.8.23送検
神奈川労働局	平成31年2月28日	（有）勝己建設	神奈川県逗子市	H30.9.3	労働安全衛生法第21条,労働安全衛生規則第362条	擁壁に近接した箇所で，明かり掘削作業を行う際に，擁壁の損壊防止等の措置を講じなかったもの	H30.9.3送検
神奈川労働局	平成31年2月28日	（株）クレハ環境	福島県いわき市	H30.9.4	労働安全衛生法第23条,労働安全衛生規則第540条	高さ15ｍの箇所にある通路の床板をはずしたまま放置していたもの	H30.9.4送検
神奈川労働局	平成31年2月28日	はれのひ（株）	福岡県福岡市博多区	H30.9.12	最低賃金法第４条	労働者27名に，１か月分の定期賃金合計約510万円を支払わなかったもの	H30.9.12送検,H30.10.5不起訴
神奈川労働局	平成31年2月28日	（株）アシスト	東京都町田市	H30.11.9	労働安全衛生法第20条,労働安全衛生規則第107条	停止した機械の掃除を行うときに，起動装置に錠にかける等の措置を講じなかったもの	H30.11.9送検
神奈川労働局	平成31年2月28日	（株）福老	東京都大田区	H30.11.9	最低賃金法第４条	労働者14名に，１か月分の定期賃金合計約725万円を支払わなかったもの	H30.11.9送検
神奈川労働局	平成31年2月28日	京浜ドック（株）	神奈川県横浜市神奈川区	H30.12.5	労働安全衛生法第61条,労働安全衛生法施行令第20条,クレーン等安全規則第22条	無資格の労働者につり上げ荷重が５ｔ以上のクレーンを運転させたもの	H30.12.5送検
神奈川労働局	平成31年2月28日	（有）松本工業	神奈川県横須賀市	H30.12.5	労働安全衛生法第20条,クレーン等安全規則第30条	走行クレーンが労働者に接触することによる危険を防止するための措置を講じなかったもの	H30.12.5送検
神奈川労働局	平成31年2月28日	東部ネットワーク（株）	神奈川県横浜市神奈川区	H31.1.11	労働基準法第32条	労働者３名に，36協定の限度を超える違法な時間外労働を行わせたもの	H31.1.11送検
神奈川労働局	平成31年2月28日	(株）日比谷アメニス	東京都港区	H31.1.22	労働安全衛生法第21条,労働安全衛生規則第519条	高さ２ｍ以上の箇所で墜落防止措置を講じないで労働者に除草作業を行わせたもの	H31.1.22送検
神奈川労働局	平成31年2月28日	(株）永井製作所	神奈川県小田原市	H31.2.18	労働安全衛生法第20条,労働安全衛生規則第131条	プレス機械に有効な安全装置を使用させる等の措置を講じなかったもの	H31.2.18送検
神奈川労働局	平成31年2月28日	(株）東産業	神奈川県横須賀市	H31.2.19	労働安全衛生法第20条,労働安全衛生規則第151条の11	塵芥車の逸走防止措置を講じずに運転手を運転位置から離れさせたもの	H31.2.19送検
新潟労働局	平成31年2月28日	（株）浜田材木店	新潟県妙高市	H30.3.16	労働安全衛生法第21条,労働安全衛生規則第519条	住宅新築工事において、高さ2.8ｍの３階床上での建方作業に際し、墜落防止措置を講じていなかったもの	H30.3.16送検
新潟労働局	平成31年2月28日	目黒建築	新潟県魚沼市	H30.3.20	労働安全衛生法第20条,クレーン等安全規則第74条の２	移動式クレーンで、固定していない状態の単管を吊り上げ、移動させる際、吊荷の下に労働者を立ち入らせたもの	H30.3.20送検
新潟労働局	平成31年2月28日	（株）マルソー・トランスポート	新潟県三条市	H30.4.17	労働安全衛生法第100条,労働安全衛生規則第97条	４日以上の休業を要する労働災害について、遅滞なく労働者死傷病報告書を提出しなかったもの	H30.4.17送検
新潟労働局	平成31年2月28日	（株）会津丸三	福島県会津若松市	H30.5.10	労働安全衛生法第21条,労働安全衛生規則第537条	解体物を階下に下ろす作業場所の付近に、物体落下による危険の防止措置なく労働者を立ち入らせたもの	H30.5.10送検
新潟労働局	平成31年2月28日	（株）北越エンジニアリング	新潟県新潟市東区	H30.7.6	労働安全衛生法第30条,労働安全衛生規則第636条	送水管復旧工事において、車両との接触防止など、複数の下請業者の作業間の連絡・調整を行っていなかったもの	H30.7.6送検
新潟労働局	平成31年2月28日	センコーエーラインアマノ（株）	新潟県新潟市南区	H30.7.18	労働安全衛生法第100条,労働安全衛生規則第97条	４日以上の休業を要する２件の労働災害について、遅滞なく労働者死傷病報告書を提出しなかったもの	H30.7.18送検
新潟労働局	平成31年2月28日	郡創工業（株）	福島県郡山市	H30.9.18	労働安全衛生法第21条,労働安全衛生規則第521条	足場の設置において、労働者に安全帯を使用させる際、その取付設備の異常の有無を、随時点検しなかったもの	H30.9.18送検
新潟労働局	平成31年2月28日	（株）マルソー・トランスポート	新潟県三条市	H30.9.20	労働安全衛生法第100条,労働安全衛生規則第97条	４日以上の休業を要する労働災害について、遅滞なく労働者死傷病報告書を提出しなかったもの	H30.9.20送検
新潟労働局	平成31年2月28日	（株）モーダルコンセプトジャパン	新潟県新潟市中央区	H30.10.19	最低賃金法第４条	労働者３名に、２〜７か月間の定期賃金合計約367万円を支払わなかったもの	H30.10.19送検
新潟労働局	平成31年2月28日	（株）上越観光開発	新潟県南魚沼市	H30.11.1	労働安全衛生法第100条,労働安全衛生規則第97条	４日以上の休業を要する労働災害について、遅滞なく労働者死傷病報告書を提出しなかったもの	H30.11.1送検
新潟労働局	平成31年2月28日	（株）米持建設	新潟県上越市牧区	H30.11.12	労働安全衛生法第20条,労働安全衛生規則第158条	運転中の車両系建設機械（ドラグ・ショベル）に接触するおそれのある箇所に労働者を立ち入らせたもの	H30.11.12送検
新潟労働局	平成31年2月28日	（株）殿島	新潟県燕市	H30.11.20	労働安全衛生法第20条,労働安全衛生規則第131条	プレス機械に、有効な安全装置を設置することなく労働者に作業を行わせたもの	H30.11.20送検
新潟労働局	平成31年2月28日	（有）新装	新潟県十日町市	H30.12.7	労働安全衛生法第21条,労働安全衛生規則第519条	軒高約７ｍの集合住宅の屋根の端に手すり等を設けることなく労働者に屋根の塗装作業を行わせたもの	H30.12.7送検
新潟労働局	平成31年2月28日	（株）新潟マテリアル	新潟県長岡市	H31.1.17	労働安全衛生法第20条,労働安全衛生規則第255条	耐熱用保護具の着用等の措置を講じることなく労働者を電気炉で加熱された高熱の鉄材の付近に立ち入らせたもの	H31.1.17送検
富山労働局	平成31年2月28日	（株）サンリッツ　富山工場	富山県中新川郡上市町	H30.6.12	労働安全衛生法第20条,労働安全衛生規則第101条	ロール機の回転軸に接触するおそれがあるにもかかわらず、危険を防止するための措置を講じなかったもの	H30.6.12送検
富山労働局	平成31年2月28日	（株）関文吉商店	富山県高岡市	H30.9.6	労働安全衛生法第20条,労働安全衛生規則第527条	すべり止め装置の取付等の転位防止措置を講じることなく、労働者に移動はしごを使用させたもの	H30.9.6送検
富山労働局	平成31年2月28日	（株）宮崎青果	富山県高岡市	H30.11.28	労働安全衛生法第100条,労働安全衛生規則第97条	４日以上の休業を要する労働災害が発生したのに、遅滞なく労働者死傷病報告を提出しなかったもの	H30.11.28送検
富山労働局	平成31年2月28日	（株）石田組	富山県南砺市	H31.1.10	労働安全衛生法第21条,労働安全衛生規則第519条	高さ3.2ｍの作業床の端で、労働者に安全帯等を使用させず作業を行わせたもの	H31.1.10送検
富山労働局	平成31年2月28日	（株）フードフィールド	富山県富山市	H31.2.22	最低賃金法第４条	労働者１名に、１か月間の定期賃金約13万円を支払わなかったもの	H31.2.22送検
石川労働局	平成31年2月28日	（株）斉藤輸送	石川県七尾市	H30.7.18	労働安全衛生法第20条,クレーン等安全規則第66条の２	移動式クレーンを用いた積込み作業において、作業の方法等をあらかじめ定めていなかったもの	H30.7.18送検
石川労働局	平成31年2月28日	山崎建設（株）	石川県小松市	H30.8.20	労働安全衛生法第31条,労働安全衛生規則第653条	高さ約５ｍの作業床の端に手すり等を設けることなく、下請の労働者に鉄骨組立作業を行わせたもの	H30.8.20送検
石川労働局	平成31年2月28日	ホテル金沢（株）	石川県金沢市	H30.9.18	労働基準法第32条	労働者12名に、36協定の延長時間を超える違法な時間外労働を行わせたもの	H30.9.18送検
石川労働局	平成31年2月28日	津田駒工業（株）	石川県金沢市	H30.11.16	労働安全衛生法第55条,労働安全衛生法施行令第16条	石綿をその重量の0.1パーセントを超えて含有するブレーキ材を使用した織機を譲渡したもの	H30.11.16送検
石川労働局	平成31年2月28日	（有）大一商会	石川県金沢市	H30.11.16	労働安全衛生法第55条,労働安全衛生法施行令第16条	石綿をその重量の0.1パーセントを超えて含有するブレーキ材を譲渡したもの	H30.11.16送検
石川労働局	平成31年2月28日	（株）加賀観光ホテル	石川県加賀市	H30.11.20	労働基準法第32条	労働者６名に、36協定を適法に締結・届出することなく、違法な時間外労働を行わせたもの	H30.11.20送検
石川労働局	平成31年2月28日	中川製紙（株）	石川県白山市	H30.12.6	労働安全衛生法第14条,労働安全衛生法施行令第６条,酸素欠乏症等防止規則第11条	槽の内部での作業において、酸素欠乏危険作業主任者に、労働者を指揮する等の職務を行わせていなかったもの	H30.12.6送検
福井労働局	平成31年1月31日	（特非）奥越すまいる	福井県大野市	H30.3.13	最低賃金法第４条,労働基準法第37条	労働者３名に、22か月間の定期賃金と時間外労働の割増賃金合計約460万円を支払わなかったもの	H30.3.13送検
福井労働局	平成31年1月31日	九頭竜森林組合	福井県大野市	H30.3.13	労働安全衛生法第20条,労働安全衛生規則第107条	コンベヤー上の荷の詰まりを取り除く際、機械の運転を停止させなかったもの	H30.3.13送検
福井労働局	平成31年1月31日	上木建設（株）	福井県越前市	H31.1.18	労働安全衛生法第20条,労働安全衛生規則第151条の11	積載型トラッククレーンの運転者が運転位置から離れるに当たり、逸走を防止する措置を講じさせなかったもの	H31.1.18送検
山梨労働局	平成31年2月28日	（株）ピアリング	山梨県甲府市	H30.3.5	労働基準法第120条	臨検監督を行った労働基準監督官の尋問に対して、虚偽の陳述を行ったもの	H30.3.5送検
山梨労働局	平成31年2月28日	（有）斉藤圧送	山梨県甲府市	H30.3.12	労働安全衛生法第45条,労働安全衛生法施行令第15条	コンクリートポンプ車について、１年以内ごとに１回、定期に、特定自主検査を行っていなかったもの	H30.3.12送検
山梨労働局	平成31年2月28日	（株）天鳥	山梨県韮崎市	H30.3.23	労働基準法第32条	労働者３名に対し、36協定で協定した延長時間を超える、違法な時間外労働を行わせ、また、当該36協定の有効期限後に、新たな36協定を結ぶことなく、違法な時間外労働を行わせたもの	H30.3.22送検
山梨労働局	平成31年2月28日	（有）甲府第一運送	山梨県中央市	H30.4.6	労働安全衛生法第61条,労働安全衛生法施行令第20条	無資格の労働者に、最大荷重2.8トンのフォークリフトを運転させたもの	H30.4.6送検
山梨労働局	平成31年2月28日	光洋化学（株）	東京都渋谷区	H30.7.19	労働安全衛生法第20条,労働安全衛生法施行規則第151条の11	フォークリフトのフォークを最低降下位置に置かずに、運転者を運転席から離れさせたもの	H30.7.19送検
山梨労働局	平成31年2月28日	（株）森友貿易	山梨県甲府市	H31.2.21	労働安全衛生法第61条,労働安全衛生法施行令第20条	無資格の労働者に、最大荷重2.42トンのフォークリフトを運転させたもの	H31.2.21送検
長野労働局	平成31年2月28日	（株）マスヤマ	埼玉県上尾市	H30.3.5	労働安全衛生法第22条,有機溶剤中毒予防規則第５条	タンク内においてトルエンを含有した有機溶剤等を使用させるにあたり、局所排気装置等を設けていなかったこと	H30.3.5送検
長野労働局	平成31年2月28日	三洋グラビア（株）　本社・ウイングファクトリー	長野県伊那市	H30.4.16	労働安全衛生法第21条,労働安全衛生規則第519条	高さ５ｍの天井裏の作業箇所に手すり等を設けることなく労働者に作業を行わせたもの	H30.4.16送検
長野労働局	平成31年2月28日	（株）ヤマウラ	長野県駒ヶ根市	H30.4.17	労働安全衛生法第31条,労働安全衛生規則第653条	高さ約7.7ｍの工場の屋根上において、開口部に覆い等を設けることなく請負人の労働者に作業を行わせたもの	H30.4.17送検
長野労働局	平成31年2月28日	駒ヶ根ダイカスト工業（株）	長野県駒ヶ根市	H30.4.18	労働安全衛生法第14条,,労働安全衛生法施行令第６条,労働安全衛生規則第134条	プレス機械の安全装置に異常があったのに、プレス作業主任者に必要な措置を講じさせなかったもの	H30.4.18送検
長野労働局	平成31年2月28日	（株）ワールド重機開発	長野県上田市	H30.4.26	労働安全衛生法第100条,労働安全衛生規則第97条	休業４日以上の労働災害が発生したのに、遅滞なく労働者死傷病報告を提出しなかったもの	H30.4.26送検
長野労働局	平成31年2月28日	（株）ＦＯＲＮＯ	長野県小諸市	H30.6.25	最低賃金法第４条	労働者６名に、約６か月間の定期賃金合計約100万円を支払わなかったもの	H30.6.25送検
長野労働局	平成31年2月28日	（株）守谷商会	長野県長野市	H30.6.25	労働安全衛生法第30条,労働安全衛生規則第638条の４	移動式クレーンの作業に関し特定元方事業者が作成する計画に適合するよう関係請負人の指導を行わなかったもの	H30.6.25送検
長野労働局	平成31年2月28日	（株）デイリーはやしや	長野県松本市	H30.9.21	労働基準法第32条	労働者22名に対し、36協定の延長時間を超える違法な時間外労働を行わせたもの	H30.9.21送検
長野労働局	平成31年2月28日	（有）キノテック	長野県上田市	H30.10.22	労働安全衛生法第61条,労働安全衛生法施行令第20条	無資格の労働者に最大荷重が１トン以上のフォークリフトを運転させたもの	H30.10.22送検
長野労働局	平成31年2月28日	（株）高英運輸	長野県長野市	H30.12.4	労働安全衛生法第20条,労働安全衛生規則第151条の14	フォークリフトを、主たる用途以外の用途（労働者の昇降等）に使用したもの	H30.12.4送検
長野労働局	平成31年2月28日	（有）滝沢製作所	長野県埴科郡坂城町	H31.2.1	労働安全衛生法第20条,労働安全衛生規則第101条	ＮＣ旋盤の回転軸に覆い等を設けることなく労働者に作業を行わせたもの	H31.2.1送検
長野労働局	平成31年2月28日	（株）恵那興業	長野県下伊那郡阿智村	H31.2.4	労働安全衛生法第20条,労働安全衛生規則第151条の14	フォークリフトを、主たる用途以外の用途（荷のつり上げ）に使用したもの	H31.2.4送検
長野労働局	平成31年2月28日	（株）南信サービス	長野県下伊那郡松川町	H31.2.8	労働安全衛生法第22条,酸素欠乏症等防止規則第16条	空気中の硫化水素の濃度が100万分の10を超える場所で労働者に空気呼吸器等を使用させず救出作業をさせたもの	H31.2.8送検
岐阜労働局	平成31年2月28日	和田重機土木	岐阜県郡上市	H30.3.16	労働安全衛生法第100条,労働安全衛生規則第97条	休業４日以上の労働災害が発生したのに、遅滞なく労働者死傷病報告を提出しなかったもの	H30.3.16送検
岐阜労働局	平成31年2月28日	クレイシ工業（株）　本社工場	岐阜県美濃加茂市	H30.4.17	労働安全衛生法第20条,クレーン等安全規則第25条	合図者を指名せずに複数の労働者でクレーン作業を行わせたもの	H30.4.17送検
岐阜労働局	平成31年2月28日	坂口縫製	岐阜県岐阜市	H30.6.8	労働基準法第32条,労働基準法第37条	技能実習生９名に対し、36協定の締結・届出を行うことなく違法な時間外労働を行わせ、また、割増賃金を支払わなかったもの	H30.6.8送検,H30.7.11不起訴
岐阜労働局	平成31年2月28日	見須縫製（株）	岐阜県羽島市	H30.6.19	労働基準法第32条,労働基準法第101条	技能実習生７名に対し、有効な36協定の締結・届出なく違法な時間外労働・休日労働を行わせ、また、労働基準監督機関に虚偽の報告を行ったもの	H30.6.19送検
岐阜労働局	平成31年2月28日	（有）ＮＩＳＳＩＮ	岐阜県本巣市	H30.7.20	労働安全衛生法第21条,労働安全衛生規則第519条	高さ2.9ｍの作業床に墜落防止措置を講じることなく、労働者に作業を行わせたもの	H30.7.20送検
岐阜労働局	平成31年2月28日	Ａｌｌ　ｆｏｒ　Ｏｎｅ　ＰＲＯＦＥＳＳＩＯＮＡＬ　ＧＲＯＵＰ	岐阜県岐阜市	H30.8.9	最低賃金法第４条,労働基準法第104条の２,労働基準法第108条	労働者１名に、２か月間の定期賃金合計約 18万円を支払わず、また、同期間の賃金台帳を調整せず，更に、労働基準監督機関の出頭命令に応じなかったもの	H30.8.1送検
岐阜労働局	平成31年2月28日	（株）ゴゾ	岐阜県岐阜市	H30.8.9	最低賃金法第４条,,労働基準法第108条	労働者１名に、２か月間の定期賃金合計約 15万円を支払わず、また、同期間の賃金台帳を調整しなかったもの	H30.8.8送検
岐阜労働局	平成31年2月28日	タカイ縫製（株）	岐阜県岐阜市	H30.9.20	最低賃金法第４条,労働基準法第32条,労働基準法第37条	技能実習生４名に対し、36協定の延長時間を超える違法な時間外労働を行わせ、また、定期賃金及び割増賃金の合計約91万円を支払わなかったもの	H30.9.20送検
岐阜労働局	平成31年2月28日	（有）水野製材所	岐阜県恵那市	H30.10.19	労働安全衛生法第14条,,労働安全衛生法施行令第６条,労働安全衛生規則第129条	木材加工用機械作業主任者を選任していなかったもの	H30.10.19送検
岐阜労働局	平成31年2月28日	シノダソーイング（有）	岐阜県関市	H30.11.9	労働基準法第32条,労働基準法第35条,労働基準法第37条	技能実習生６名に対し、有効な36協定の締結・届出なく違法な時間外労働・休日労働を行わせ、また、割増賃金を支払わなかったもの	H30.11.9送検
岐阜労働局	平成31年2月28日	（株）マルミ	岐阜県養老郡養老町	H31.2.1	労働基準法第24条	労働者１名に、１か月間の定期賃金約1万円を支払わなかったもの	H31.2.1送検
岐阜労働局	平成31年2月28日	（株）ブリリアントＦ	岐阜県大垣市	H31.2.5	最低賃金法第４条	技能実習生４名に対し、３か月間の定期賃金合計約185万円を支払わなかったもの	H31.2.5送検
岐阜労働局	平成31年2月28日	（株）福島製作所	岐阜県大垣市	H31.2.5	労働安全衛生法第61条,労働安全衛生法施行令第20条	無資格の労働者を、つり上げ荷重が2.83トンのクレーンの玉掛けの業務に就かせたもの	H31.2.5送検
静岡労働局	平成31年2月28日	東和開発（株）	静岡県伊東市	H30.5.16	労働安全衛生法第61条,労働安全衛生法施行令第20条,労働安全衛生規則第41条	無資格の労働者にフォークリフトを運転させたもの	H30.5.16送検
静岡労働局	平成31年2月28日	大川食品工業（株）	静岡県沼津市	H30.6.20	労働安全衛生法第20条,労働安全衛生法施行令第13条,労働安全衛生規則第27条	労働者に構造規格に定める安全装置を具備しないエレベーターを使用させたもの	H30.6.20送検
静岡労働局	平成31年2月28日	加々見園	静岡県三島市	H30.8.14	労働安全衛生法第21条,労働安全衛生規則第524条	屋根補修作業を行わせるにあたり、幅30ｃｍ以上の歩み板を設けていなかったもの	H30.8.14送検
静岡労働局	平成31年2月28日	ユーシーシー上島珈琲（株）富士工場	静岡県富士市	H30.9.18	労働安全衛生法第14条,労働安全衛生法施行令第6条,酸素欠乏症等防止規則第11条	酸素濃度が18％未満の酸素欠乏危険場所にもかかわらず、酸素欠乏危険作業主任者を選任しなかったもの	H30.9.18送検
静岡労働局	平成31年2月28日	（株）高島	静岡県伊豆市	H30.9.19	労働安全衛生法第100条,労働安全衛生規則第97条	77日休業した労働災害について、虚偽の事実を記載した労働者死傷病報告を提出したもの	H30.9.19送検
静岡労働局	平成31年2月28日	（株）おびや	静岡県浜松市東区	H30.10.9	労働安全衛生法第21条,労働安全衛生規則第526条	高さ２ｍ以上の箇所で作業を行わせるにあたり、安全に昇降できる設備を設けていなかったもの	H30.10.9送検
静岡労働局	平成31年2月28日	松菱製紙（株）	静岡県富士市	H30.10.16	労働安全衛生法第21条,労働安全衛生規則第433条	はいの積み替え作業を行わせるにあたり、関係労働者以外の労働者を立ち入らせたもの	H30.10.16送検
静岡労働局	平成31年2月28日	高田鉄工（株）	静岡県浜松市中区	H31.1.8	最低賃金法第４条	労働者２名に、約１か月間の定期賃金合計約42万円を支払わなかったもの	H31.1.8送検
静岡労働局	平成31年2月28日	（株）英真工業	愛知県名古屋市中川区	H31.1.17	労働安全衛生法第20条,労働安全衛生規則第194条の９	高所作業車を用いて作業を行わせるにあたり、あらかじめ作業計画を定めていなかったもの	H31.1.17送検
愛知労働局	平成31年2月28日	（株）江戸久	愛知県名古屋市千種区	H30.3.1	最低賃金法第４条	労働者２名に対し、３か月間の定期賃金合計約40万円を支払わなかったもの	H30.3.1送検
愛知労働局	平成31年2月28日	東海協和（株）　流通センター	愛知県海部郡飛島村	H30.3.7	労働安全衛生法第20条,労働安全衛生規則第151条の７	フォークリフトとの接触することを防止するための措置を講じていなかったもの	H30.3.7送検
愛知労働局	平成31年2月28日	（株）ドラゴンコンセプトジャパン	愛知県名古屋市中区	H30.3.22	最低賃金法第４条	労働者２名に対し、３か月間の定期賃金合計約85万円を支払わなかったもの	H30.3.22送検
愛知労働局	平成31年2月28日	（株）岩田組	愛知県名古屋市中川区	H30.5.24	最低賃金法第４条	労働者１名に対し、１か月間の定期賃金合計約100万円を支払わなかったもの	H30.5.24送検
愛知労働局	平成31年2月28日	（株）シキミ　大府工場	愛知県大府市	H30.6.20	労働安全衛生法第14条,,労働安全衛生法施行令第６条,労働安全衛生規則第428条	高さ3.3ｍのはい作業を行わせるにあたり、はい作業主任者を選任していなかったもの	H30.6.20送検
愛知労働局	平成31年2月28日	（株）アイムプランナー	愛知県名古屋市北区	H30.7.12	最低賃金法第４条	労働者１名に対し、１か月間の定期賃金合計約30万円を支払わなかったもの	H30.7.12送検
愛知労働局	平成31年2月28日	三河材流通加工事業協同組合	愛知県新城市	H30.8.17	労働安全衛生法第61条,労働安全衛生法施行令第20条,労働安全衛生規則第41条	無資格の労働者にフォークリフトを運転させたもの	H30.8.17送検
愛知労働局	平成31年2月28日	（有）藤田鉄工所	愛知県名古屋市中川区	H30.9.3	労働安全衛生法第20条,クレーン等安全規則第26条	高さ約６ｍでの作業において、クレーンにより労働者を運搬し、又はつり上げて作業を行わせたもの	H30.9.3送検
愛知労働局	平成31年2月28日	（株）ＢＡく	愛知県岩倉市	H30.10.10	労働基準法第24条	労働者２名に対し、７か月間の定期賃金の一部、合計約40万円を支払わなかったもの	H30.10.10送検
愛知労働局	平成31年2月28日	名鉄海上観光船（株）	愛知県知多郡南知多町	H30.10.12	労働安全衛生法第22条,労働安全衛生法施行令第20条,高気圧作業安全衛生規則第37条	船舶の修理のための潜水作業において、救命胴衣等必要な装備をさせなかったもの	H30.10.12送検
愛知労働局	平成31年2月28日	石のマルナカ	愛知県岡崎市	H30.10.16	労働安全衛生法第61条,労働安全衛生法施行令第20条,労働安全衛生規則第41条	無資格でドラグ・ショベルの運転を行ったもの	H30.10.16送検
愛知労働局	平成31年2月28日	（有）田上産業	愛知県小牧市	H30.10.18	労働基準法第32条	労働者１名に対し、36協定の延長時間を超える違法な時間外労働を行わせたもの	H30.10.18送検
愛知労働局	平成31年2月28日	愛新物産（株）	愛知県名古屋市中区	H30.11.1	最低賃金法第４条	労働者１名に対し、５か月間の定期賃金合計約60万円を支払わなかったもの	H30.11.1送検
愛知労働局	平成31年2月28日	（株）ワイマックー	愛知県名古屋市港区	H30.11.5	労働安全衛生法第21条,労働安全衛生規則第519条	高さ約３ｍの作業床において安全帯を使用させる等の墜落防止措置を講じることなく労働者に作業を行わせたもの	H30.11.5送検
愛知労働局	平成31年2月28日	（有）ケアＴＡＫＥＨＡＲＡ	愛知県名古屋市東区	H30.11.8	最低賃金法第４条	労働者１名に対し、４か月間の定期賃金合計約50万円を支払わなかったもの	H30.11.8送検
愛知労働局	平成31年2月28日	サンケン起工（株）	愛知県愛知郡東郷町	H30.11.15	労働安全衛生法第20条,安全衛生規則第151条の82	コンベヤーを用いて作業を行うにあたり、当日の作業開始前に非常停止装置の機能の点検を行っていなかったもの	H30.11.15送検
愛知労働局	平成31年2月28日	（株）北沢製作所	愛知県名古屋市中川区	H30.11.15	労働基準法第32条	労働者５名に対し、36協定の延長時間を超える違法な時間外労働を行わせたもの	H30.11.15送検
愛知労働局	平成31年2月28日	尾張生コンクリート工業（株）	愛知県稲沢市	H30.12.4	労働安全衛生法第21条,労働安全衛生規則第532条の２	砂の貯蔵槽内での作業において、砂に埋没するおそれがあるのに、当該危険を防止する措置を講じなかったもの	H30.12.4送検
愛知労働局	平成31年2月28日	（株）ル・クール	愛知県名古屋市瑞穂区	H31.1.25	最低賃金法第４条	労働者16名に対し、２か月間の定期賃金合計約620万円を支払わなかったもの	H31.1.25送検
愛知労働局	平成31年2月28日	（株）ミユキ	愛知県名古屋市西区	H31.1.25	最低賃金法第４条	労働者４名に対し、３か月間の定期賃金合計約210万円を支払わなかったもの	H31.1.25送検
愛知労働局	平成31年2月28日	（株）Ｔｅａｍエイワン	愛知県名古屋市港区	H31.1.25	労働安全衛生法第22条,労働安全衛生規則第578条	自然換気が不十分な現場において、内燃機関の排気ガスによる健康障害を防止するための措置を講じなかったもの	H31.1.25送検
愛知労働局	平成31年2月28日	（株）サンエー	愛知県名古屋市天白区	H31.1.25	最低賃金法第４条	労働者１名に対し、５か月間の定期賃金合計約120万円を支払わなかったもの	H31.1.25送検
愛知労働局	平成31年2月28日	（株）玉名建設	愛知県春日井市	H31.2.8	労働安全衛生法第20条,労働安全衛生規則第157条,労働者派遣法第45条	ドラグ・ショベルを用いた作業において、転倒・転落による危険を防止するために必要な措置を講じなかったもの	H31.2.8送検
愛知労働局	平成31年2月28日	（株）アンフィニ	愛知県名古屋市天白区	H31.2.14	労働安全衛生法第100条,労働安全衛生規則第97条	４日以上の休業を要する労働災害が発生したのに、遅滞なく労働者死傷病報告をしなかったもの	H31.2.14送検
愛知労働局	平成31年2月28日	（株）大徳	愛知県名古屋市名東区	H31.2.14	労働安全衛生法第100条,労働安全衛生規則第97条	４日以上の休業を要する労働災害について、事実と異なる内容で労働者死傷病報告をしたもの	H31.2.14送検
愛知労働局	平成31年2月28日	（有）近藤製作所　第２工場	愛知県愛知郡東郷町	H31.2.21	労働安全衛生法第20条,労働安全衛生規則第131条	プレス機械の安全装置を無効化した状態で、労働者に作業を行わせたもの	H31.2.21送検
愛知労働局	平成31年2月28日	沢田建設（株）	愛知県名古屋市千種区	H31.2.25	労働安全衛生法第31条,労働安全衛生規則第653条	高さ14ｍの作業床の開口部に手すり等を設けることなく請負人の労働者に使用させたもの	H31.2.25送検
愛知労働局	平成31年2月28日	（有）前里商会	愛知県名古屋市南区	H31.2.25	労働安全衛生法第21条,労働安全衛生規則第519条	高さ14ｍの作業床の開口部に手すり等を設けることなく労働者に作業を行わせたもの	H31.2.25送検
愛知労働局	平成31年2月28日	（株）朋友メディカル	愛知県名古屋市瑞穂区	H31.2.25	労働安全衛生法第22条,特定化学物質障害予防規則第42条	漏洩した酸化エチレンガスを労働者が吸い込んだのに、遅滞なく医師による診察を受けさせなかったもの	H31.2.25送検
愛知労働局	平成31年2月28日	（株）向陽ウェルフェア・ワークス	愛知県名古屋市千種区	H31.2.25	最低賃金法第４条	障害者を含む労働者10名に対し、４か月間の定期賃金合計約150万円を支払わなかったもの	H31.2.25送検
三重労働局	平成31年2月28日	（有）三重板金工業	三重県度会郡度会町	H30.3.6	労働安全衛生法第21条,労働安全衛生規則第518条	高さ約５ｍの梁の上で作業を行わせるに際し、墜落防止措置を講じなかったもの	H30.3.6送検
