管轄	最終更新日	企業・事業場名称	所在地	公表日	違反法条	事案概要	その他参考事項
東京労働局	令和元年7月31日	（株）Ｏｇａｗａ　Ｔｅｃ．	神奈川県鎌倉市	H30.12.13	労働安全衛生法第21条,労働安全衛生規則第519条	高さ約３ｍの作業床で、手すり等を設けることなく労働者に作業を行わせたもの	H30.12.13送検
東京労働局	令和元年7月31日	（有）新宿丸正野邊	東京都中野区	H31.1.9	労働基準法第32条	労働者１名に、36協定の延長時間を超える違法な時間外労働を行わせたもの	H31.1.9送検
東京労働局	令和元年7月31日	タストン・リサイクル（株）	東京都世田谷区	H31.1.16	労働安全衛生法第20条,労働安全衛生規則第107条	機械の運転を停止することなく労働者にコンクリート破砕機の歯の調整作業を行わせたもの	H31.1.16送検
東京労働局	令和元年7月31日	（株）栄伸建設	東京都武蔵野市	H31.1.18	労働安全衛生法第31条,労働安全衛生規則第653条	高さ約３ｍの作業床に手すり等を設けることなく請負人の労働者に使用させたもの	H31.1.18送検
東京労働局	令和元年7月31日	泉流通（株）	東京都練馬区	H31.1.30	労働基準法第32条	労働者２名に、36協定の延長時間を超える違法な時間外労働を行わせたもの	H31.1.30送検
東京労働局	令和元年7月31日	（株）大東運輸	東京都江東区	H31.2.13	労働安全衛生法第20条,労働安全衛生規則第101条	ベルトコンベヤーのベルト及びプーリーに、覆いや囲いなどを設置することなく労働者に作業を行わせたもの	H31.2.13送検
東京労働局	令和元年7月31日	リペア（株）	東京都品川区	H31.2.20	労働安全衛生法第21条,労働安全衛生規則第518条,労働者派遣法第45条	高さ約6.5ｍの屋根上で、防網を張り又は安全帯を使用させることなく労働者に作業を行わせたもの	H31.2.20送検
東京労働局	令和元年7月31日	（有）チガセ工作所　今井工場	東京都青梅市	H31.3.14	労働安全衛生法第20条,労働安全衛生規則第131条	プレス機械に安全囲い等を設ける等の措置を講じなかったもの	H31.3.14送検
東京労働局	令和元年7月31日	村松機工運輸（株）	東京都江東区	H31.3.14	労働安全衛生法第21条,労働安全衛生規則第151条の70	貨物自動車からの荷卸し作業を行わせるに当たり、当該作業を指揮する者を定めていなかったもの	H31.3.14送検
東京労働局	令和元年7月31日	(株)荒井興業	東京都八王子市	R1.6.4	労働安全衛生法第21条,労働安全衛生規則第537条,労働者派遣法第45条	ドラグ・ショベルでセメントミルク塊を搬出するに当たり、立入区域の設定等を行うことなく作業を行わせたもの	R1.6.4送検
東京労働局	令和元年7月31日	(株)ビーシーエス	東京都千代田区	R1.6.27	労働基準法第37条	労働者１名に、１か月間の時間外労働及び深夜労働の割増賃金合計約８万円を支払わなかったもの	R1.6.27送検
神奈川労働局	令和元年7月31日	（有）片倉板金工業	神奈川県厚木市	H30.8.2	労働安全衛生法第21条,労働安全衛生規則第524条	高さ約４ｍのスレート屋根の上で踏み抜きによる危険防止措置を講じないで労働者に作業を行わせたもの	H30.8.2送検
神奈川労働局	令和元年7月31日	（株）翔建	神奈川県茅ヶ崎市	H30.8.23	最低賃金法第４条	労働者１名に、２か月分の定期賃金合計約77万円を支払わなかったもの	H30.8.23送検
神奈川労働局	令和元年7月31日	（有）勝己建設	神奈川県逗子市	H30.9.3	労働安全衛生法第21条,労働安全衛生規則第362条	擁壁に近接した箇所で，明かり掘削作業を行う際に、擁壁の損壊防止等の措置を講じなかったもの	H30.9.3送検
神奈川労働局	令和元年7月31日	（株）クレハ環境	福島県いわき市	H30.9.4	労働安全衛生法第23条,労働安全衛生規則第540条	高さ15ｍの箇所にある通路の床板をはずしたまま放置していたもの	H30.9.4送検
神奈川労働局	令和元年7月31日	はれのひ（株）	福岡県福岡市博多区	H30.9.12	最低賃金法第４条	労働者27名に、１か月分の定期賃金合計約510万円を支払わなかったもの	H30.9.12送検,H30.10.5不起訴
神奈川労働局	令和元年7月31日	（株）アシスト	東京都町田市	H30.11.9	労働安全衛生法第20条,労働安全衛生規則第107条	停止した機械の掃除を行うときに、起動装置に錠にかける等の措置を講じなかったもの	H30.11.9送検
神奈川労働局	令和元年7月31日	京浜ドック（株）	神奈川県横浜市神奈川区	H30.12.5	労働安全衛生法第61条,労働安全衛生法施行令第20条,クレーン等安全規則第22条	無資格の労働者につり上げ荷重が５ｔ以上のクレーンを運転させたもの	H30.12.5送検
神奈川労働局	令和元年7月31日	（株）日比谷アメニス	東京都港区	H31.1.22	労働安全衛生法第21条,労働安全衛生規則第519条	高さ２ｍ以上の箇所で墜落防止措置を講じないで労働者に除草作業を行わせたもの	H31.1.22送検
神奈川労働局	令和元年7月31日	（株）東産業	神奈川県横須賀市	H31.2.19	労働安全衛生法第20条,労働安全衛生規則第151条の11	塵芥車の逸走防止措置を講じずに運転手を運転位置から離れさせたもの	H31.2.19送検
神奈川労働局	令和元年7月31日	（株）ブラン	神奈川県川崎市高津区	H31.3.6	労働基準法第24条	労働者２名に、１か月分の定期賃金合計80 万円を支払わなかったもの	H31.3.6送検
新潟労働局	令和元年7月31日	郡創工業（株）	福島県郡山市	H30.9.18	労働安全衛生法第21条,労働安全衛生規則第521条	足場の設置において、労働者に安全帯を使用させる際、その取付設備の異常の有無を、随時点検しなかったもの	H30.9.18送検
新潟労働局	令和元年7月31日	（株）マルソー・トランスポート	新潟県三条市	H30.9.20	労働安全衛生法第100条,労働安全衛生規則第97条	４日以上の休業を要する労働災害について、遅滞なく労働者死傷病報告書を提出しなかったもの	H30.9.20送検
新潟労働局	令和元年7月31日	（株）上越観光開発	新潟県南魚沼市	H30.11.1	労働安全衛生法第100条,労働安全衛生規則第97条	４日以上の休業を要する労働災害について、遅滞なく労働者死傷病報告書を提出しなかったもの	H30.11.1送検
新潟労働局	令和元年7月31日	（株）米持建設	新潟県上越市牧区	H30.11.12	労働安全衛生法第20条,労働安全衛生規則第158条	運転中の車両系建設機械（ドラグ・ショベル）に接触するおそれのある箇所に労働者を立ち入らせたもの	H30.11.12送検
新潟労働局	令和元年7月31日	（株）殿島	新潟県燕市	H30.11.20	労働安全衛生法第20条,労働安全衛生規則第131条	プレス機械に、有効な安全装置を設置することなく労働者に作業を行わせたもの	H30.11.20送検
新潟労働局	令和元年7月31日	（有）新装	新潟県十日町市	H30.12.7	労働安全衛生法第21条,労働安全衛生規則第519条	軒高約７ｍの集合住宅の屋根の端に手すり等を設けることなく労働者に屋根の塗装作業を行わせたもの	H30.12.7送検
新潟労働局	令和元年7月31日	（株）新潟マテリアル	新潟県長岡市	H31.1.17	労働安全衛生法第20条,労働安全衛生規則第255条	耐熱用保護具の着用等の措置を講じることなく労働者を電気炉で加熱された高熱の鉄材の付近に立ち入らせたもの	H31.1.17送検
新潟労働局	令和元年7月31日	（株）ジャパン・コンサルティング	新潟県上越市	H31.4.8	最低賃金法第４条	労働者２名に、４か月間の定期賃金合計約114万円を支払わなかったもの	H31.4.8送検
新潟労働局	令和元年7月31日	（株）クリア	新潟県上越市	H31.4.8	最低賃金法第４条	労働者12名に、１〜５か月間の定期賃金合計約683万円を支払わなかったもの	H31.4.8送検
新潟労働局	令和元年7月31日	（同）スターライト警備	新潟県新潟市中央区	H31.4.11	労働基準法第24条	労働者５名に、４〜14か月間の定期賃金合計約799万円を支払わなかったもの	H31.4.11送検
新潟労働局	令和元年7月31日	（有）新星通信	新潟県新潟市中央区	H31.4.11	労働基準法第24条	労働者８名に、１〜11か月間の定期賃金合計約1022万円を支払わなかったもの	H31.4.11送検
新潟労働局	令和元年7月31日	大和不動産（株）	新潟県新潟市中央区	H31.4.18	労働基準法第24条	労働者10名に、１〜５か月間の定期賃金合計約1044万円を支払わなかったもの	H31.4.18送検
新潟労働局	令和元年7月31日	（株）インターアクト	新潟県新潟市中央区	R1.7.9	労働基準法第24条	労働者９名に、１〜11か月間の定期賃金合計約276万円を支払わなかったもの	R1.7.9送検
新潟労働局	令和元年7月31日	インネット（株）	新潟県新潟市東区	R1.7.9	労働基準法第24条	労働者10名に、１〜４か月間の定期賃金合計約770万円を支払わなかったもの	R1.7.9送検
富山労働局	令和元年7月31日	（株）関文吉商店	富山県高岡市	H30.9.6	労働安全衛生法第20条,労働安全衛生規則第527条	すべり止め装置の取付等の転位防止措置を講じることなく、労働者に移動はしごを使用させたもの	H30.9.6送検
富山労働局	令和元年7月31日	（株）宮崎青果	富山県高岡市	H30.11.28	労働安全衛生法第100条,労働安全衛生規則第97条	４日以上の休業を要する労働災害が発生したのに、遅滞なく労働者死傷病報告を提出しなかったもの	H30.11.28送検
富山労働局	令和元年7月31日	（株）石田組	富山県南砺市	H31.1.10	労働安全衛生法第21条,労働安全衛生規則第519条	高さ3.2ｍの作業床の端で、労働者に安全帯等を使用させず作業を行わせたもの	H31.1.10送検
富山労働局	令和元年7月31日	（株）豊盛	富山県高岡市	H31.3.28	労働安全衛生法第20条,労働安全衛生規則第158条	ドラグ・ショベルに接触するおそれがある箇所に労働者を立ち入らせたもの	H31.3.28送検
富山労働局	令和元年7月31日	アキタ（株）　富山営業所	富山県南砺市	R1.6.17	労働安全衛生法第100条,労働安全衛生規則第97条	４日以上の休業を要する労働災害が発生したのに、遅滞なく労働者死傷病報告を提出しなかったもの	R1.6.17送検
富山労働局	令和元年7月31日	みづほ工業（株）	富山県小矢部市	R1.6.17	労働安全衛生法第31条,労働安全衛生規則第653条	高さ4.5ｍの屋根の開口部に手すり等を設けることなく請負人の労働者に作業を行わせたもの	R1.6.17送検
富山労働局	令和元年7月31日	丸新志鷹建設（株）	富山県中新川郡立山町	R1.7.29	労働安全衛生法第23条,労働安全衛生規則第540条,労働者派遣法第45条	巡視路上に、労働者が使用するための安全な通路を設けていなかったもの	R1.7.29送検
富山労働局	令和元年7月31日	（有）システムササキ	富山県黒部市	R1.7.29	労働安全衛生法第20条,労働安全衛生規則第104条	搬送機の運転を開始する場合において、一定の合図を定めず、合図する者を指名していなかったもの	R1.7.29送検
石川労働局	令和元年7月31日	山崎建設（株）	石川県小松市	H30.8.20	労働安全衛生法第31条,労働安全衛生規則第653条	高さ約５ｍの作業床の端に手すり等を設けることなく、下請の労働者に鉄骨組立作業を行わせたもの	H30.8.20送検
石川労働局	令和元年7月31日	ホテル金沢（株）	石川県金沢市	H30.9.18	労働基準法第32条	労働者12名に、36協定の延長時間を超える違法な時間外労働を行わせたもの	H30.9.18送検
石川労働局	令和元年7月31日	（株）加賀観光ホテル	石川県加賀市	H30.11.20	労働基準法第32条	労働者６名に、36協定を適法に締結・届出することなく、違法な時間外労働を行わせたもの	H30.11.20送検
石川労働局	令和元年7月31日	中川製紙（株）	石川県白山市	H30.12.6	労働安全衛生法第14条,労働安全衛生法施行令第６条,酸素欠乏症等防止規則第11条	槽の内部での作業において、酸素欠乏危険作業主任者に、労働者を指揮する等の職務を行わせていなかったもの	H30.12.6送検,H31.3.22起訴
石川労働局	令和元年7月31日	（株）廣瀬与志雄建築設計事務所	石川県金沢市	H31.3.13	最低賃金法第４条	労働者６名に、１か月分の定期賃金合計約111万円を支払わなかったもの	H31.3.13送検
石川労働局	令和元年7月31日	（株）渡辺電気工業	京都府京都市	H31.3.13	労働安全衛生法第21条,労働安全衛生規則第518条	高さ約2.3ｍの脚立の上で天井の照明取替作業を行うに当たり、墜落防止措置を講じていなかったもの	H31.3.13送検
石川労働局	令和元年7月31日	北陸第一ドライ企業組合	石川県加賀市	H31.4.19	最低賃金法第４条	労働者１名に、１か月分の定期賃金約12万円を支払わなかったもの	H31.4.19送検
石川労働局	令和元年7月31日	林ベニヤ産業（株）七尾工場	石川県七尾市	H31.4.19	労働安全衛生法第20条,労働安全衛生規則第151条の78	コンベヤーについて、非常の場合に直ちに運転を停止することができる装置を備えていなかったもの	H31.4.19送検
山梨労働局	令和元年7月31日	（株）森友貿易	山梨県甲府市	H31.2.21	労働安全衛生法第61条,労働安全衛生法施行令第20条	無資格の労働者に、最大荷重2.42トンのフォークリフトを運転させたもの	H31.2.21送検
山梨労働局	令和元年7月31日	一古園	山梨県甲州市	H31.3.14	労働安全衛生法第21条,労働安全衛生法施行規則第519条	２ｍ以上の高さの昇降機上で労働者に作業を行わせるにあたり、墜落防止措置を講じなかったもの	H31.3.14送検
長野労働局	令和元年6月30日	（株）デイリーはやしや	長野県松本市	H30.9.21	労働基準法第32条	労働者22名に対し、36協定の延長時間を超える違法な時間外労働を行わせたもの	H30.9.21送検
長野労働局	令和元年6月30日	（有）キノテック	長野県上田市	H30.10.22	労働安全衛生法第61条,労働安全衛生法施行令第20条	無資格の労働者に最大荷重が１トン以上のフォークリフトを運転させたもの	H30.10.22送検
長野労働局	令和元年6月30日	（株）高英運輸	長野県長野市	H30.12.4	労働安全衛生法第20条,労働安全衛生規則第151条の14	フォークリフトを、主たる用途以外の用途（労働者の昇降等）に使用したもの	H30.12.4送検
長野労働局	令和元年6月30日	（有）滝沢製作所	長野県埴科郡坂城町	H31.2.1	労働安全衛生法第20条,労働安全衛生規則第101条	ＮＣ旋盤の回転軸に覆い等を設けることなく労働者に作業を行わせたもの	H31.2.1送検
長野労働局	令和元年6月30日	（株）恵那興業	長野県下伊那郡阿智村	H31.2.4	労働安全衛生法第20条,労働安全衛生規則第151条の14	フォークリフトを、主たる用途以外の用途（荷のつり上げ）に使用したもの	H31.2.4送検
長野労働局	令和元年6月30日	（株）マツハシ冷熱	長野県長野市	H31.3.4	労働安全衛生法第21条,労働安全衛生規則第519条	高さ約10.9ｍの手すり等がない作業場所で安全帯を使用させる等の墜落防止措置を講じずに作業を行わせたもの	H31.3.4送検
長野労働局	令和元年6月30日	（株）ウッドテック秋富	長野県上田市	H31.3.12	労働安全衛生法第100条,労働安全衛生規則第97条	休業４日以上の労働災害が発生したのに、遅滞なく労働者死傷病報告を提出しなかったもの	H31.3.12送検
長野労働局	令和元年6月30日	城中工業（株）	神奈川県川崎市川崎区	H31.3.27	労働安全衛生法第21条,労働安全衛生規則第519条	高さ約12.4メートルの足場板上において、開口部に囲い等を設けることなく、労働者に作業を行わせたもの	H31.3.27送検
岐阜労働局	令和元年7月31日	Ａｌｌ　ｆｏｒ　Ｏｎｅ　ＰＲＯＦＥＳＳＩＯＮＡＬ　ＧＲＯＵＰ	岐阜県岐阜市	H30.8.9	最低賃金法第４条,労働基準法第104条の２,労働基準法第108条	労働者１名に、２か月間の定期賃金合計約 18万円を支払わず、また、同期間の賃金台帳を調整せず，更に、労働基準監督機関の出頭命令に応じなかったもの	H30.8.1送検
岐阜労働局	令和元年7月31日	（株）ゴゾ	岐阜県岐阜市	H30.8.9	最低賃金法第４条,労働基準法第108条	労働者１名に、２か月間の定期賃金合計約 15万円を支払わず、また、同期間の賃金台帳を調整しなかったもの	H30.8.8送検
岐阜労働局	令和元年7月31日	タカイ縫製（株）	岐阜県岐阜市	H30.9.20	最低賃金法第４条,労働基準法第32条,労働基準法第37条	技能実習生４名に対し、36協定の延長時間を超える違法な時間外労働を行わせ、また、定期賃金及び割増賃金の合計約91万円を支払わなかったもの	H30.9.20送検
岐阜労働局	令和元年7月31日	（有）水野製材所	岐阜県恵那市	H30.10.19	労働安全衛生法第14条,労働安全衛生法施行令第６条,労働安全衛生規則第129条	木材加工用機械作業主任者を選任していなかったもの	H30.10.19送検
岐阜労働局	令和元年7月31日	シノダソーイング（有）	岐阜県関市	H30.11.9	労働基準法第32条,労働基準法第35条,労働基準法第37条	技能実習生６名に対し、有効な36協定の締結・届出なく違法な時間外労働・休日労働を行わせ、また、割増賃金を支払わなかったもの	H30.11.9送検
岐阜労働局	令和元年7月31日	（株）ブリリアントＦ	岐阜県大垣市	H31.2.5	最低賃金法第４条	技能実習生４名に対し、３か月間の定期賃金合計約185万円を支払わなかったもの	H31.2.5送検
岐阜労働局	令和元年7月31日	（株）福島製作所	岐阜県大垣市	H31.2.5	労働安全衛生法第61条,労働安全衛生法施行令第20条	無資格の労働者を、つり上げ荷重が2.83トンのクレーンの玉掛けの業務に就かせたもの	H31.2.5送検
岐阜労働局	令和元年7月31日	太田工業	岐阜県山県市	H31.3.15	労働安全衛生法第22条,特定化学物質障害予防規則第22条	金属溶解炉内で清掃を行う際に作業方法等を決定し、労働者に周知しなかったもの	H31.3.15送検
岐阜労働局	令和元年7月31日	（株）三樹林業	岐阜県郡上市	H31.3.15	労働安全衛生法第20条,労働安全衛生規則第151条の125	作業計画を定めずに労働者に林業架線作業を行わせたもの	H31.3.15送検
岐阜労働局	令和元年7月31日	準栄工業（株）	岐阜県関市	H31.3.15	労働安全衛生法第14条,労働安全衛生規則第517条の４	鉄骨造の建物の解体作業において建築物等の鉄骨の組立て等作業主任者を選任していなかったもの	H31.3.15送検
岐阜労働局	令和元年7月31日	（株）キングスタイル	岐阜県岐阜市	H31.3.18	最低賃金法第４条	技能実習生５名に対し、岐阜県最低賃金以上の賃金を支払わなかったもの	H31.3.18送検
岐阜労働局	令和元年7月31日	（株）中川組	岐阜県各務原市	H31.3.18	労働安全衛生法第100条,労働安全衛生規則第97条	休業４日以上の労働災害が発生したのに、労働者死傷病報告書を提出していなかったもの	H31.3.18送検
岐阜労働局	令和元年7月31日	吉村瓦店	岐阜県恵那市	H31.4.18	労働安全衛生法第21条,労働安全衛生規則第519条	高さ３ｍの屋根の上で屋根瓦の交換作業を行わせる際に、墜落防止措置を講じていなかったもの	H31.4.18送検
岐阜労働局	令和元年7月31日	ファッションナカムラ	岐阜県岐阜市	R1.5.21	最低賃金法第４条	技能実習生３名に対し、岐阜県最低賃金以上の賃金を支払わなったもの	R1.5.21送検
岐阜労働局	令和元年7月31日	（有）タナカ興業	愛知県名古屋市昭和区	R1.6.18	労働安全衛生法第31条,労働安全衛生規則第655条	高さ15ｍの足場上で塗装作業を行わせる際に、墜落防止措置を講じなかったもの	R1.6.18送検
静岡労働局	令和元年7月31日	加々見園	静岡県三島市	H30.8.14	労働安全衛生法第21条,労働安全衛生規則第524条	屋根補修作業を行わせるにあたり、幅30ｃｍ以上の歩み板を設けていなかったもの	H30.8.14送検
静岡労働局	令和元年7月31日	ユーシーシー上島珈琲（株）富士工場	静岡県富士市	H30.9.18	労働安全衛生法第14条,労働安全衛生法施行令第6条,酸素欠乏症等防止規則第11条	酸素濃度が18％未満の酸素欠乏危険場所にもかかわらず、酸素欠乏危険作業主任者を選任しなかったもの	H30.9.18送検
静岡労働局	令和元年7月31日	（株）高島	静岡県伊豆市	H30.9.19	労働安全衛生法第100条,労働安全衛生規則第97条	77日休業した労働災害について、虚偽の事実を記載した労働者死傷病報告を提出したもの	H30.9.19送検
静岡労働局	令和元年7月31日	（株）おびや	静岡県浜松市東区	H30.10.9	労働安全衛生法第21条,労働安全衛生規則第526条	高さ２ｍ以上の箇所で作業を行わせるにあたり、安全に昇降できる設備を設けていなかったもの	H30.10.9送検
静岡労働局	令和元年7月31日	松菱製紙（株）	静岡県富士市	H30.10.16	労働安全衛生法第21条,労働安全衛生規則第433条	はいの積み替え作業を行わせるにあたり、関係労働者以外の労働者を立ち入らせたもの	H30.10.16送検
静岡労働局	令和元年7月31日	（株）英真工業	愛知県名古屋市中川区	H31.1.17	労働安全衛生法第20条,労働安全衛生規則第194条の９	高所作業車を用いて作業を行わせるにあたり、あらかじめ作業計画を定めていなかったもの	H31.1.17送検
静岡労働局	令和元年7月31日	（有）野田養鶏	静岡県浜松市西区	H31.3.22	労働安全衛生法第20条,労働安全衛生規則第101条	集卵エレベーターの清掃作業を行わせるにあたり、エレベーターシャフトに覆い等を設けていなかったもの	H31.3.22送検
静岡労働局	令和元年7月31日	（株）リワーズ	静岡県浜松市中区	H31.4.19	最低賃金法第４条	労働者１名に、２か月間の定期賃金合計約12万円を支払わなかったもの	H31.4.19送検
静岡労働局	令和元年7月31日	加藤興業（株）	静岡県静岡市清水区	R1.5.17 	労働安全衛生法第20条,クレーン等安全規則第66条の２	移動式クレーンを用いて作業を行わせるにあたり、あらかじめ労働者の配置及び指揮の系統を定めていなかったもの	R1.5.17送検
静岡労働局	令和元年7月31日	（株）ケイズコーポレーション	静岡県静岡市清水区	R1.6.6 	労働安全衛生法第20条,労働安全衛生規則第256条	溶接作業場所において、引火性物質を、点火源となるおそれのあるものに接近させたもの	R1.6.6送検
静岡労働局	令和元年7月31日	愛鷹山森林組合	静岡県沼津市	R1.6.12	労働安全衛生法第20条,労働安全衛生規則第151条の103	車両系木材伐出機械を主たる用途以外の用途に使用したもの	R1.6.12送検
静岡労働局	令和元年7月31日	（株）ラピックス	静岡県藤枝市	R1.6.14 	労働安全衛生法第20条,労働安全衛生規則第147条	型打ち機に安全装置を設けていなかったもの	R1.6.14送検
静岡労働局	令和元年7月31日	（有）電研テックプロダクツ	静岡県榛原郡川根本町	R1.6.19 	最低賃金法第４条	労働者１名に、１か月間の定期賃金を支払わなかったもの	R1.6.19送検
静岡労働局	令和元年7月31日	青木信（株）	神奈川県平塚市	R1.7.19	労働安全衛生法第20条,労働安全衛生規則第104条	運転開始の合図を行わせることなく、飼料撹拌機の運転を開始させたもの	R1.7.19送検
愛知労働局	令和元年7月31日	三河材流通加工事業協同組合	愛知県新城市	H30.8.17	労働安全衛生法第61条,労働安全衛生法施行令第20条,労働安全衛生規則第41条	無資格の労働者にフォークリフトを運転させたもの	H30.8.17送検
愛知労働局	令和元年7月31日	（有）藤田鉄工所	愛知県名古屋市中川区	H30.9.3	労働安全衛生法第20条,クレーン等安全規則第26条	高さ約６ｍでの作業において、クレーンにより労働者を運搬し、又はつり上げて作業を行わせたもの	H30.9.3送検
愛知労働局	令和元年7月31日	（株）ＢＡく	愛知県岩倉市	H30.10.10	労働基準法第24条	労働者２名に対し、７か月間の定期賃金の一部、合計約40万円を支払わなかったもの	H30.10.10送検
愛知労働局	令和元年7月31日	（有）田上産業	愛知県小牧市	H30.10.18	労働基準法第32条	労働者１名に対し、36協定の延長時間を超える違法な時間外労働を行わせたもの	H30.10.18送検
愛知労働局	令和元年7月31日	愛新物産（株）	愛知県名古屋市中区	H30.11.1	最低賃金法第４条	労働者１名に対し、５か月間の定期賃金合計約60万円を支払わなかったもの	H30.11.1送検
愛知労働局	令和元年7月31日	（株）ワイマックー	愛知県名古屋市港区	H30.11.5	労働安全衛生法第21条,労働安全衛生規則第519条	高さ約３ｍの作業床において安全帯を使用させる等の墜落防止措置を講じることなく労働者に作業を行わせたもの	H30.11.5送検
愛知労働局	令和元年7月31日	（有）ケアＴＡＫＥＨＡＲＡ	愛知県名古屋市東区	H30.11.8	最低賃金法第４条	労働者１名に対し、４か月間の定期賃金合計約50万円を支払わなかったもの	H30.11.8送検
愛知労働局	令和元年7月31日	サンケン起工（株）	愛知県愛知郡東郷町	H30.11.15	労働安全衛生法第20条,安全衛生規則第151条の82	コンベヤーを用いて作業を行うにあたり、当日の作業開始前に非常停止装置の機能の点検を行っていなかったもの	H30.11.15送検
愛知労働局	令和元年7月31日	（株）北沢製作所	愛知県名古屋市中川区	H30.11.15	労働基準法第32条	労働者５名に対し、36協定の延長時間を超える違法な時間外労働を行わせたもの	H30.11.15送検
愛知労働局	令和元年7月31日	尾張生コンクリート工業（株）	愛知県稲沢市	H30.12.4	労働安全衛生法第21条,労働安全衛生規則第532条の２	砂の貯蔵槽内での作業において、砂に埋没するおそれがあるのに、当該危険を防止する措置を講じなかったもの	H30.12.4送検
愛知労働局	令和元年7月31日	（株）ミユキ	愛知県名古屋市西区	H31.1.25	最低賃金法第４条	労働者４名に対し、３か月間の定期賃金合計約210万円を支払わなかったもの	H31.1.25送検
愛知労働局	令和元年7月31日	（株）Ｔｅａｍエイワン	愛知県名古屋市港区	H31.1.25	労働安全衛生法第22条,労働安全衛生規則第578条	自然換気が不十分な現場において、内燃機関の排気ガスによる健康障害を防止するための措置を講じなかったもの	H31.1.25送検
愛知労働局	令和元年7月31日	（株）サンエー	愛知県名古屋市天白区	H31.1.25	最低賃金法第４条	労働者１名に対し、５か月間の定期賃金合計約120万円を支払わなかったもの	H31.1.25送検
愛知労働局	令和元年7月31日	（株）玉名建設	愛知県春日井市	H31.2.8	労働安全衛生法第20条,労働安全衛生規則第157条,労働者派遣法第45条	ドラグ・ショベルを用いた作業において、転倒・転落による危険を防止するために必要な措置を講じなかったもの	H31.2.8送検
愛知労働局	令和元年7月31日	（有）近藤製作所　第２工場	愛知県愛知郡東郷町	H31.2.21	労働安全衛生法第20条,労働安全衛生規則第131条	プレス機械の安全装置を無効化した状態で、労働者に作業を行わせたもの	H31.2.21送検
愛知労働局	令和元年7月31日	沢田建設（株）	愛知県名古屋市千種区	H31.2.25	労働安全衛生法第31条,労働安全衛生規則第653条	高さ14ｍの作業床の開口部に手すり等を設けることなく請負人の労働者に使用させたもの	H31.2.25送検
愛知労働局	令和元年7月31日	（有）前里商会	愛知県名古屋市南区	H31.2.25	労働安全衛生法第21条,労働安全衛生規則第519条	高さ14ｍの作業床の開口部に手すり等を設けることなく労働者に作業を行わせたもの	H31.2.25送検
愛知労働局	令和元年7月31日	（株）朋友メディカル	愛知県名古屋市瑞穂区	H31.2.25	労働安全衛生法第22条,特定化学物質障害予防規則第42条	漏洩した酸化エチレンガスを労働者が吸い込んだのに、遅滞なく医師による診察を受けさせなかったもの	H31.2.25送検
愛知労働局	令和元年7月31日	（株）向陽ウェルフェア・ワークス	愛知県名古屋市千種区	H31.2.25	最低賃金法第４条	障害者を含む労働者10名に対し、４か月間の定期賃金合計約150万円を支払わなかったもの	H31.2.25送検
愛知労働局	令和元年7月31日	（株）高橋組	愛知県岡崎市	H31.3.11	労働安全衛生法第21条,労働安全衛生規則第524条,労働者派遣法第45条	高さ５ｍのスレート屋根上で、踏み抜きによる墜落の防止措置を講じることなく労働者に作業させたもの	H31.3.11送検
愛知労働局	令和元年7月31日	（株）駒来商事	愛知県小牧市	H31.3.12	労働基準法第32条	労働者１名に対し、36協定の延長時間を超える違法な時間外労働を行わせたもの	H31.3.12送検
愛知労働局	令和元年7月31日	（株）銀の樹	愛知県豊橋市	H31.3.14	最低賃金法第４条	労働者10名に対し、６か月間の定期賃金合計約440万円を支払わなかったもの	H31.3.14送検
愛知労働局	令和元年7月31日	（株）浜田商店	愛知県弥富市	H31.3.18	労働安全衛生法第61条,労働安全衛生法施行令第20条,労働安全衛生規則第41条	無資格の労働者にフォークリフトを運転させたもの	H31.3.18送検
愛知労働局	令和元年7月31日	（株）Ａｌｍｉｇｈｔｙコーポレーション	愛知県名古屋市南区	H31.3.25	最低賃金法第４条	労働者３名に対し、１か月間の定期賃金合計約60万円を支払わなかったもの	H31.3.25送検
愛知労働局	令和元年7月31日	（株）協和コーポレーション	愛知県春日井市	R1.5.16	労働安全衛生法第31条,労働安全衛生規則第653条	高さ2.85メートルの開口部に手すり等を設けることなく請負人の労働者に使用させたもの	R1.5.16送検
愛知労働局	令和元年7月31日	愛豊技研工業（株）	愛知県知多市	R1.6.3	労働安全衛生法第21条,労働安全衛生規則第432条,労働者派遣法第45条	はい積みされた長さ約３メートル、重さ約400キログラムの鋼材の落下防止措置を講じていなかったもの	R1.6.3送検
愛知労働局	令和元年7月31日	ＡＩ・ロジスティックス（株）	愛知県春日井市	R1.6.5	最低賃金法第４条	労働者３名に対し、２か月間の定期賃金合計約154万円を支払わなかったもの	R1.6.5送検
愛知労働局	令和元年7月31日	（有）ミユキ送電	愛知県岩倉市	R1.6.10	労働安全衛生法第100条,労働安全衛生規則第97条	休業４日以上を要する労働災害が発生したのに、遅滞なく労働者死傷病報告を提出しなかったもの	R1.6.10送検
愛知労働局	令和元年7月31日	さくら洋品店モードサチ	愛知県津島市	R1.7.5	最低賃金法第４条	労働者１名に対し、３か月間の定期賃金合計約40万円を支払わなかったもの	R1.7.5送検
愛知労働局	令和元年7月31日	日光自動車（株）	愛知県名古屋市市港区	R1.7.17	労働安全衛生法第21条,労働安全衛生規則第519条	高さ3.45メートルのトラックの荷台屋根上で労働者に安全帯を使用させる等の墜落防止措置を講じなかったもの	R1.7.17送検
